item_id,order_id,product_id,quantity,unit_price,line_total
ITEM-454,ORD-5177,PROD-267,11,136.97,1506.67
ITEM-455,ORD-5177,PROD-257,1,679.94,679.94
ITEM-456,ORD-5178,PROD-230,7,132.18,925.26
ITEM-457,ORD-5179,PROD-218,11,139.04,1529.44
ITEM-458,ORD-5179,PROD-219,2,370.83,741.66
ITEM-459,ORD-5179,PROD-268,10,550.35,5503.5
ITEM-460,ORD-5179,PROD-202,10,137.78,1377.8
ITEM-461,ORD-5180,PROD-253,10,190.77,1907.7
ITEM-462,ORD-5180,PROD-257,4,679.94,2719.76
ITEM-463,ORD-5181,PROD-245,7,395.72,2770.04
ITEM-464,ORD-5181,PROD-241,3,535.01,1605.03
ITEM-465,ORD-5181,PROD-232,5,518.84,2594.2
ITEM-466,ORD-5181,PROD-211,4,94.01,376.04
ITEM-467,ORD-5182,PROD-267,10,136.97,1369.7
ITEM-468,ORD-5182,PROD-266,4,791.47,3165.88
ITEM-469,ORD-5183,PROD-264,11,349.38,3843.18
ITEM-470,ORD-5183,PROD-277,2,399.46,798.92
ITEM-471,ORD-5184,PROD-273,7,544.93,3814.51
ITEM-472,ORD-5184,PROD-247,9,517.12,4654.08
ITEM-473,ORD-5184,PROD-223,8,361.67,2893.36
ITEM-474,ORD-5184,PROD-210,1,175.23,175.23
ITEM-475,ORD-5185,PROD-208,7,102.81,719.67
ITEM-476,ORD-5186,PROD-252,2,226.76,453.52
ITEM-477,ORD-5186,PROD-269,9,109.97,989.73
ITEM-478,ORD-5186,PROD-279,3,296.71,890.13
ITEM-479,ORD-5186,PROD-236,2,308.75,617.5
ITEM-480,ORD-5187,PROD-251,10,345.08,3450.8
ITEM-481,ORD-5187,PROD-209,5,102.91,514.55
ITEM-482,ORD-5187,PROD-256,12,583.81,7005.72
ITEM-483,ORD-5188,PROD-259,10,302.83,3028.3
ITEM-484,ORD-5189,PROD-264,6,349.38,2096.28
ITEM-485,ORD-5189,PROD-267,9,136.97,1232.73
ITEM-486,ORD-5190,PROD-243,7,558.33,3908.31
ITEM-487,ORD-5191,PROD-264,8,349.38,2795.04
ITEM-488,ORD-5192,PROD-248,3,368.76,1106.28
ITEM-489,ORD-5192,PROD-233,2,413.62,827.24
ITEM-490,ORD-5193,PROD-202,4,137.78,551.12
ITEM-491,ORD-5194,PROD-205,9,93.24,839.16
ITEM-492,ORD-5194,PROD-254,4,610.74,2442.96
ITEM-493,ORD-5195,PROD-274,6,232.5,1395.0
ITEM-494,ORD-5196,PROD-267,1,136.97,136.97
ITEM-495,ORD-5196,PROD-252,2,226.76,453.52
ITEM-496,ORD-5197,PROD-271,8,769.84,6158.72
ITEM-497,ORD-5198,PROD-280,4,444.94,1779.76
ITEM-498,ORD-5198,PROD-260,6,347.74,2086.44
ITEM-499,ORD-5198,PROD-276,8,846.44,6771.52
ITEM-500,ORD-5199,PROD-253,1,190.77,190.77
ITEM-501,ORD-5200,PROD-201,11,595.65,6552.15
ITEM-502,ORD-5200,PROD-249,12,317.99,3815.88
ITEM-503,ORD-5200,PROD-240,2,143.3,286.6
ITEM-504,ORD-5201,PROD-212,1,549.28,549.28
ITEM-505,ORD-5201,PROD-230,9,132.18,1189.62
ITEM-506,ORD-5201,PROD-253,12,190.77,2289.24
ITEM-507,ORD-5202,PROD-210,10,175.23,1752.3
ITEM-508,ORD-5202,PROD-273,1,544.93,544.93
ITEM-509,ORD-5202,PROD-256,11,583.81,6421.91
ITEM-510,ORD-5202,PROD-217,4,193.96,775.84
ITEM-511,ORD-5203,PROD-241,8,535.01,4280.08
ITEM-512,ORD-5203,PROD-235,4,743.74,2974.96
ITEM-513,ORD-5203,PROD-210,4,175.23,700.92
ITEM-514,ORD-5204,PROD-258,8,661.73,5293.84
ITEM-515,ORD-5204,PROD-241,7,535.01,3745.07
ITEM-516,ORD-5205,PROD-216,2,644.09,1288.18
ITEM-517,ORD-5205,PROD-221,11,547.34,6020.74
ITEM-518,ORD-5205,PROD-239,12,346.2,4154.4
ITEM-519,ORD-5206,PROD-232,6,518.84,3113.04
ITEM-520,ORD-5207,PROD-204,7,464.33,3250.31
ITEM-521,ORD-5207,PROD-258,9,661.73,5955.57
ITEM-522,ORD-5208,PROD-216,1,644.09,644.09
ITEM-523,ORD-5208,PROD-208,4,102.81,411.24
ITEM-524,ORD-5209,PROD-275,10,857.45,8574.5
ITEM-525,ORD-5210,PROD-217,2,193.96,387.92
ITEM-526,ORD-5210,PROD-243,2,558.33,1116.66
ITEM-527,ORD-5210,PROD-206,8,377.22,3017.76
ITEM-528,ORD-5210,PROD-207,3,670.14,2010.42
ITEM-529,ORD-5211,PROD-223,6,361.67,2170.02
ITEM-530,ORD-5211,PROD-228,3,379.58,1138.74
ITEM-531,ORD-5211,PROD-236,5,308.75,1543.75
ITEM-532,ORD-5211,PROD-258,3,661.73,1985.19
ITEM-533,ORD-5212,PROD-264,7,349.38,2445.66
ITEM-534,ORD-5212,PROD-271,8,769.84,6158.72
ITEM-535,ORD-5212,PROD-208,2,102.81,205.62
ITEM-536,ORD-5213,PROD-270,1,315.74,315.74
ITEM-537,ORD-5213,PROD-249,12,317.99,3815.88
ITEM-538,ORD-5214,PROD-250,5,446.97,2234.85
ITEM-539,ORD-5214,PROD-224,1,809.8,809.8
ITEM-540,ORD-5214,PROD-241,10,535.01,5350.1
ITEM-541,ORD-5215,PROD-268,6,550.35,3302.1
ITEM-542,ORD-5215,PROD-275,4,857.45,3429.8
ITEM-543,ORD-5215,PROD-221,2,547.34,1094.68
ITEM-544,ORD-5215,PROD-232,11,518.84,5707.24
ITEM-545,ORD-5216,PROD-246,3,67.93,203.79
ITEM-546,ORD-5216,PROD-223,4,361.67,1446.68
ITEM-547,ORD-5216,PROD-276,6,846.44,5078.64
ITEM-548,ORD-5216,PROD-246,10,67.93,679.3
ITEM-549,ORD-5217,PROD-270,5,315.74,1578.7
ITEM-550,ORD-5217,PROD-223,8,361.67,2893.36
ITEM-551,ORD-5217,PROD-205,2,93.24,186.48
ITEM-552,ORD-5217,PROD-208,4,102.81,411.24
ITEM-553,ORD-5218,PROD-243,10,558.33,5583.3
ITEM-554,ORD-5219,PROD-203,3,294.59,883.77
ITEM-555,ORD-5220,PROD-251,10,345.08,3450.8
ITEM-556,ORD-5220,PROD-213,6,579.99,3479.94
ITEM-557,ORD-5220,PROD-239,6,346.2,2077.2
ITEM-558,ORD-5221,PROD-241,3,535.01,1605.03
ITEM-559,ORD-5221,PROD-272,12,783.57,9402.84
ITEM-560,ORD-5221,PROD-279,6,296.71,1780.26
ITEM-561,ORD-5221,PROD-229,11,607.86,6686.46
ITEM-562,ORD-5222,PROD-223,12,361.67,4340.04
ITEM-563,ORD-5222,PROD-201,12,595.65,7147.8
ITEM-564,ORD-5223,PROD-278,6,86.74,520.44
ITEM-565,ORD-5223,PROD-279,4,296.71,1186.84
ITEM-566,ORD-5224,PROD-210,4,175.23,700.92
ITEM-567,ORD-5224,PROD-245,6,395.72,2374.32
ITEM-568,ORD-5224,PROD-222,11,810.62,8916.82
ITEM-569,ORD-5225,PROD-234,4,182.71,730.84
ITEM-570,ORD-5226,PROD-207,7,670.14,4690.98
ITEM-571,ORD-5227,PROD-245,9,395.72,3561.48
ITEM-572,ORD-5227,PROD-249,2,317.99,635.98
ITEM-573,ORD-5227,PROD-262,10,240.03,2400.3
ITEM-574,ORD-5227,PROD-229,3,607.86,1823.58
ITEM-575,ORD-5228,PROD-241,5,535.01,2675.05
ITEM-576,ORD-5229,PROD-271,2,769.84,1539.68
ITEM-577,ORD-5230,PROD-222,10,810.62,8106.2
ITEM-578,ORD-5230,PROD-256,3,583.81,1751.43
ITEM-579,ORD-5230,PROD-207,2,670.14,1340.28
ITEM-580,ORD-5230,PROD-243,4,558.33,2233.32
ITEM-581,ORD-5231,PROD-237,5,308.91,1544.55
ITEM-582,ORD-5231,PROD-231,2,834.06,1668.12
ITEM-583,ORD-5231,PROD-207,7,670.14,4690.98
ITEM-584,ORD-5232,PROD-247,1,517.12,517.12
ITEM-585,ORD-5233,PROD-226,2,360.11,720.22
ITEM-586,ORD-5233,PROD-204,4,464.33,1857.32
ITEM-587,ORD-5233,PROD-222,11,810.62,8916.82
ITEM-588,ORD-5233,PROD-238,2,505.99,1011.98
ITEM-589,ORD-5234,PROD-212,11,549.28,6042.08
ITEM-590,ORD-5234,PROD-270,7,315.74,2210.18
ITEM-591,ORD-5234,PROD-224,6,809.8,4858.8
ITEM-592,ORD-5235,PROD-257,8,679.94,5439.52
ITEM-593,ORD-5235,PROD-234,4,182.71,730.84
ITEM-594,ORD-5235,PROD-235,10,743.74,7437.4
ITEM-595,ORD-5236,PROD-245,9,395.72,3561.48
ITEM-596,ORD-5237,PROD-269,11,109.97,1209.67
ITEM-597,ORD-5237,PROD-261,10,675.6,6756.0
ITEM-598,ORD-5237,PROD-231,8,834.06,6672.48
ITEM-599,ORD-5237,PROD-239,2,346.2,692.4
ITEM-600,ORD-5238,PROD-216,8,644.09,5152.72
ITEM-601,ORD-5238,PROD-223,3,361.67,1085.01
ITEM-602,ORD-5239,PROD-256,4,583.81,2335.24
ITEM-603,ORD-5240,PROD-272,7,783.57,5484.99
ITEM-604,ORD-5240,PROD-271,6,769.84,4619.04
ITEM-605,ORD-5240,PROD-236,9,308.75,2778.75
ITEM-606,ORD-5240,PROD-259,1,302.83,302.83
ITEM-607,ORD-5241,PROD-220,3,226.7,680.1
ITEM-608,ORD-5241,PROD-273,10,544.93,5449.3
ITEM-609,ORD-5241,PROD-275,2,857.45,1714.9
ITEM-610,ORD-5241,PROD-214,10,271.18,2711.8
ITEM-611,ORD-5242,PROD-234,7,182.71,1278.97
ITEM-612,ORD-5242,PROD-263,10,273.13,2731.3
ITEM-613,ORD-5242,PROD-278,8,86.74,693.92
ITEM-614,ORD-5242,PROD-205,3,93.24,279.72
ITEM-615,ORD-5243,PROD-205,7,93.24,652.68
ITEM-616,ORD-5243,PROD-243,12,558.33,6699.96
ITEM-617,ORD-5243,PROD-231,1,834.06,834.06
ITEM-618,ORD-5243,PROD-261,5,675.6,3378.0
ITEM-619,ORD-5244,PROD-230,3,132.18,396.54
ITEM-620,ORD-5245,PROD-278,11,86.74,954.14
ITEM-621,ORD-5245,PROD-212,4,549.28,2197.12
ITEM-622,ORD-5245,PROD-257,4,679.94,2719.76
ITEM-623,ORD-5245,PROD-253,12,190.77,2289.24
ITEM-624,ORD-5246,PROD-209,5,102.91,514.55
ITEM-625,ORD-5246,PROD-265,7,324.48,2271.36
ITEM-626,ORD-5247,PROD-225,4,97.9,391.6
ITEM-627,ORD-5247,PROD-208,4,102.81,411.24
ITEM-628,ORD-5248,PROD-248,8,368.76,2950.08
ITEM-629,ORD-5248,PROD-265,7,324.48,2271.36
ITEM-630,ORD-5248,PROD-216,11,644.09,7084.99
ITEM-631,ORD-5249,PROD-223,8,361.67,2893.36
ITEM-632,ORD-5249,PROD-276,9,846.44,7617.96
ITEM-633,ORD-5249,PROD-245,6,395.72,2374.32
ITEM-634,ORD-5249,PROD-221,5,547.34,2736.7
ITEM-635,ORD-5250,PROD-274,4,232.5,930.0
ITEM-636,ORD-5250,PROD-229,11,607.86,6686.46
ITEM-637,ORD-5251,PROD-202,8,137.78,1102.24
ITEM-638,ORD-5252,PROD-255,7,328.87,2302.09
ITEM-639,ORD-5252,PROD-245,8,395.72,3165.76
ITEM-640,ORD-5252,PROD-233,4,413.62,1654.48
ITEM-641,ORD-5253,PROD-272,11,783.57,8619.27
ITEM-642,ORD-5253,PROD-277,10,399.46,3994.6
ITEM-643,ORD-5253,PROD-237,5,308.91,1544.55
ITEM-644,ORD-5254,PROD-234,11,182.71,2009.81
ITEM-645,ORD-5254,PROD-239,4,346.2,1384.8
ITEM-646,ORD-5254,PROD-220,9,226.7,2040.3
ITEM-647,ORD-5255,PROD-238,5,505.99,2529.95
ITEM-648,ORD-5255,PROD-254,7,610.74,4275.18
ITEM-649,ORD-5255,PROD-250,12,446.97,5363.64
ITEM-650,ORD-5255,PROD-205,10,93.24,932.4
ITEM-651,ORD-5256,PROD-265,5,324.48,1622.4
ITEM-652,ORD-5256,PROD-222,11,810.62,8916.82
ITEM-653,ORD-5256,PROD-272,3,783.57,2350.71
ITEM-654,ORD-5257,PROD-243,11,558.33,6141.63
ITEM-655,ORD-5257,PROD-212,4,549.28,2197.12
ITEM-656,ORD-5258,PROD-248,5,368.76,1843.8
ITEM-657,ORD-5258,PROD-275,5,857.45,4287.25
ITEM-658,ORD-5258,PROD-260,2,347.74,695.48
ITEM-659,ORD-5259,PROD-261,4,675.6,2702.4
ITEM-660,ORD-5260,PROD-244,7,200.58,1404.06
ITEM-661,ORD-5260,PROD-273,8,544.93,4359.44
ITEM-662,ORD-5261,PROD-241,11,535.01,5885.11
ITEM-663,ORD-5261,PROD-208,1,102.81,102.81
ITEM-664,ORD-5262,PROD-263,2,273.13,546.26
ITEM-665,ORD-5262,PROD-217,10,193.96,1939.6
ITEM-666,ORD-5263,PROD-205,9,93.24,839.16
ITEM-667,ORD-5264,PROD-203,11,294.59,3240.49
ITEM-668,ORD-5264,PROD-201,11,595.65,6552.15
ITEM-669,ORD-5265,PROD-214,7,271.18,1898.26
ITEM-670,ORD-5265,PROD-265,10,324.48,3244.8
ITEM-671,ORD-5266,PROD-259,12,302.83,3633.96
ITEM-672,ORD-5266,PROD-267,10,136.97,1369.7
ITEM-673,ORD-5266,PROD-268,6,550.35,3302.1
ITEM-674,ORD-5267,PROD-203,4,294.59,1178.36
ITEM-675,ORD-5267,PROD-229,12,607.86,7294.32
ITEM-676,ORD-5267,PROD-217,4,193.96,775.84
ITEM-677,ORD-5267,PROD-203,10,294.59,2945.9
ITEM-678,ORD-5268,PROD-233,9,413.62,3722.58
ITEM-679,ORD-5268,PROD-280,1,444.94,444.94
ITEM-680,ORD-5268,PROD-277,1,399.46,399.46
ITEM-681,ORD-5268,PROD-214,11,271.18,2982.98
ITEM-682,ORD-5269,PROD-261,12,675.6,8107.2
ITEM-683,ORD-5269,PROD-220,4,226.7,906.8
ITEM-684,ORD-5269,PROD-202,5,137.78,688.9
ITEM-685,ORD-5270,PROD-280,10,444.94,4449.4
ITEM-686,ORD-5270,PROD-218,7,139.04,973.28
ITEM-687,ORD-5270,PROD-214,9,271.18,2440.62
ITEM-688,ORD-5271,PROD-234,9,182.71,1644.39
ITEM-689,ORD-5271,PROD-226,6,360.11,2160.66
ITEM-690,ORD-5272,PROD-243,4,558.33,2233.32
ITEM-691,ORD-5272,PROD-201,1,595.65,595.65
ITEM-692,ORD-5272,PROD-212,2,549.28,1098.56
ITEM-693,ORD-5272,PROD-274,11,232.5,2557.5
ITEM-694,ORD-5273,PROD-233,11,413.62,4549.82
ITEM-695,ORD-5274,PROD-213,3,579.99,1739.97
ITEM-696,ORD-5275,PROD-213,1,579.99,579.99
ITEM-697,ORD-5276,PROD-246,8,67.93,543.44
ITEM-698,ORD-5276,PROD-280,5,444.94,2224.7
ITEM-699,ORD-5276,PROD-212,6,549.28,3295.68
ITEM-700,ORD-5277,PROD-262,7,240.03,1680.21
ITEM-701,ORD-5277,PROD-222,2,810.62,1621.24
ITEM-702,ORD-5277,PROD-217,12,193.96,2327.52
ITEM-703,ORD-5277,PROD-208,3,102.81,308.43
ITEM-704,ORD-5278,PROD-224,10,809.8,8098.0
ITEM-705,ORD-5278,PROD-249,6,317.99,1907.94
ITEM-706,ORD-5278,PROD-279,1,296.71,296.71
ITEM-707,ORD-5278,PROD-217,8,193.96,1551.68
ITEM-708,ORD-5279,PROD-209,5,102.91,514.55
ITEM-709,ORD-5280,PROD-244,9,200.58,1805.22
ITEM-710,ORD-5280,PROD-267,12,136.97,1643.64
ITEM-711,ORD-5281,PROD-245,11,395.72,4352.92
ITEM-712,ORD-5281,PROD-250,3,446.97,1340.91
ITEM-713,ORD-5281,PROD-272,10,783.57,7835.7
ITEM-714,ORD-5281,PROD-207,1,670.14,670.14
ITEM-715,ORD-5282,PROD-242,4,83.53,334.12
ITEM-716,ORD-5282,PROD-243,5,558.33,2791.65
ITEM-717,ORD-5282,PROD-207,9,670.14,6031.26
ITEM-718,ORD-5282,PROD-229,9,607.86,5470.74
ITEM-719,ORD-5283,PROD-212,8,549.28,4394.24
ITEM-720,ORD-5283,PROD-258,6,661.73,3970.38
ITEM-721,ORD-5283,PROD-216,8,644.09,5152.72
ITEM-722,ORD-5283,PROD-203,2,294.59,589.18
ITEM-723,ORD-5284,PROD-212,10,549.28,5492.8
ITEM-724,ORD-5285,PROD-259,6,302.83,1816.98
ITEM-725,ORD-5285,PROD-247,1,517.12,517.12
ITEM-726,ORD-5286,PROD-247,12,517.12,6205.44
ITEM-727,ORD-5286,PROD-258,2,661.73,1323.46
ITEM-728,ORD-5286,PROD-213,11,579.99,6379.89
ITEM-729,ORD-5286,PROD-229,1,607.86,607.86
ITEM-730,ORD-5287,PROD-214,1,271.18,271.18
ITEM-731,ORD-5287,PROD-222,8,810.62,6484.96
ITEM-732,ORD-5287,PROD-218,12,139.04,1668.48
ITEM-733,ORD-5288,PROD-228,8,379.58,3036.64
ITEM-734,ORD-5288,PROD-225,12,97.9,1174.8
ITEM-735,ORD-5288,PROD-244,2,200.58,401.16
ITEM-736,ORD-5288,PROD-254,1,610.74,610.74
ITEM-737,ORD-5289,PROD-264,1,349.38,349.38
ITEM-738,ORD-5289,PROD-268,12,550.35,6604.2
ITEM-739,ORD-5290,PROD-266,3,791.47,2374.41
ITEM-740,ORD-5290,PROD-275,3,857.45,2572.35
ITEM-741,ORD-5290,PROD-217,2,193.96,387.92
ITEM-742,ORD-5290,PROD-250,11,446.97,4916.67
ITEM-743,ORD-5291,PROD-254,10,610.74,6107.4
ITEM-744,ORD-5291,PROD-232,5,518.84,2594.2
ITEM-745,ORD-5291,PROD-251,6,345.08,2070.48
ITEM-746,ORD-5291,PROD-238,8,505.99,4047.92
ITEM-747,ORD-5292,PROD-271,6,769.84,4619.04
ITEM-748,ORD-5292,PROD-271,11,769.84,8468.24
ITEM-749,ORD-5292,PROD-228,4,379.58,1518.32
ITEM-750,ORD-5293,PROD-265,9,324.48,2920.32
ITEM-751,ORD-5293,PROD-242,12,83.53,1002.36
ITEM-752,ORD-5294,PROD-269,5,109.97,549.85
ITEM-753,ORD-5294,PROD-255,1,328.87,328.87
ITEM-754,ORD-5294,PROD-267,2,136.97,273.94
ITEM-755,ORD-5294,PROD-204,7,464.33,3250.31
ITEM-756,ORD-5295,PROD-221,5,547.34,2736.7
ITEM-757,ORD-5295,PROD-233,3,413.62,1240.86
ITEM-758,ORD-5295,PROD-208,12,102.81,1233.72
ITEM-759,ORD-5296,PROD-272,7,783.57,5484.99
ITEM-760,ORD-5296,PROD-231,9,834.06,7506.54
ITEM-761,ORD-5297,PROD-241,9,535.01,4815.09
ITEM-762,ORD-5297,PROD-207,1,670.14,670.14
ITEM-763,ORD-5297,PROD-233,4,413.62,1654.48
ITEM-764,ORD-5297,PROD-280,8,444.94,3559.52
ITEM-765,ORD-5298,PROD-225,5,97.9,489.5
ITEM-766,ORD-5298,PROD-258,3,661.73,1985.19
ITEM-767,ORD-5299,PROD-236,9,308.75,2778.75
ITEM-768,ORD-5299,PROD-234,3,182.71,548.13
ITEM-769,ORD-5299,PROD-221,10,547.34,5473.4
ITEM-770,ORD-5299,PROD-233,1,413.62,413.62
ITEM-771,ORD-5300,PROD-242,10,83.53,835.3
ITEM-772,ORD-5300,PROD-207,11,670.14,7371.54
ITEM-773,ORD-5301,PROD-210,12,175.23,2102.76
ITEM-774,ORD-5301,PROD-241,9,535.01,4815.09
ITEM-775,ORD-5301,PROD-229,3,607.86,1823.58
ITEM-776,ORD-5302,PROD-270,9,315.74,2841.66
ITEM-777,ORD-5302,PROD-252,2,226.76,453.52
ITEM-778,ORD-5302,PROD-245,4,395.72,1582.88
ITEM-779,ORD-5302,PROD-228,11,379.58,4175.38
ITEM-780,ORD-5303,PROD-272,11,783.57,8619.27
ITEM-781,ORD-5303,PROD-202,2,137.78,275.56
ITEM-782,ORD-5303,PROD-245,8,395.72,3165.76
ITEM-783,ORD-5303,PROD-231,11,834.06,9174.66
ITEM-784,ORD-5304,PROD-249,2,317.99,635.98
ITEM-785,ORD-5304,PROD-250,5,446.97,2234.85
ITEM-786,ORD-5304,PROD-270,12,315.74,3788.88
ITEM-787,ORD-5305,PROD-206,5,377.22,1886.1
ITEM-788,ORD-5305,PROD-225,6,97.9,587.4
ITEM-789,ORD-5305,PROD-266,2,791.47,1582.94
ITEM-790,ORD-5305,PROD-213,3,579.99,1739.97
ITEM-791,ORD-5306,PROD-255,2,328.87,657.74
ITEM-792,ORD-5306,PROD-227,9,663.16,5968.44
ITEM-793,ORD-5307,PROD-204,8,464.33,3714.64
ITEM-794,ORD-5307,PROD-243,1,558.33,558.33
ITEM-795,ORD-5308,PROD-274,4,232.5,930.0
ITEM-796,ORD-5309,PROD-256,6,583.81,3502.86
ITEM-797,ORD-5309,PROD-203,7,294.59,2062.13
ITEM-798,ORD-5309,PROD-216,9,644.09,5796.81
ITEM-799,ORD-5309,PROD-201,11,595.65,6552.15
ITEM-800,ORD-5310,PROD-246,9,67.93,611.37
ITEM-801,ORD-5311,PROD-237,8,308.91,2471.28
ITEM-802,ORD-5312,PROD-221,9,547.34,4926.06
ITEM-803,ORD-5312,PROD-229,3,607.86,1823.58
ITEM-804,ORD-5312,PROD-251,9,345.08,3105.72
ITEM-805,ORD-5312,PROD-238,11,505.99,5565.89
ITEM-806,ORD-5313,PROD-206,1,377.22,377.22
ITEM-807,ORD-5314,PROD-240,4,143.3,573.2
ITEM-808,ORD-5315,PROD-221,3,547.34,1642.02
ITEM-809,ORD-5315,PROD-229,10,607.86,6078.6
ITEM-810,ORD-5316,PROD-271,2,769.84,1539.68
ITEM-811,ORD-5316,PROD-238,11,505.99,5565.89
ITEM-812,ORD-5316,PROD-209,5,102.91,514.55
ITEM-813,ORD-5316,PROD-213,4,579.99,2319.96
ITEM-814,ORD-5317,PROD-213,5,579.99,2899.95
ITEM-815,ORD-5317,PROD-280,2,444.94,889.88
ITEM-816,ORD-5318,PROD-275,3,857.45,2572.35
ITEM-817,ORD-5318,PROD-273,10,544.93,5449.3
ITEM-818,ORD-5318,PROD-247,6,517.12,3102.72
ITEM-819,ORD-5319,PROD-256,5,583.81,2919.05
ITEM-820,ORD-5319,PROD-247,3,517.12,1551.36
ITEM-821,ORD-5320,PROD-263,9,273.13,2458.17
ITEM-822,ORD-5320,PROD-214,3,271.18,813.54
ITEM-823,ORD-5320,PROD-278,2,86.74,173.48
ITEM-824,ORD-5321,PROD-210,12,175.23,2102.76
ITEM-825,ORD-5321,PROD-210,1,175.23,175.23
ITEM-826,ORD-5321,PROD-265,11,324.48,3569.28
ITEM-827,ORD-5322,PROD-205,9,93.24,839.16
ITEM-828,ORD-5322,PROD-234,9,182.71,1644.39
ITEM-829,ORD-5323,PROD-229,10,607.86,6078.6
ITEM-830,ORD-5323,PROD-238,3,505.99,1517.97
ITEM-831,ORD-5323,PROD-260,9,347.74,3129.66
ITEM-832,ORD-5323,PROD-266,2,791.47,1582.94
ITEM-833,ORD-5324,PROD-266,3,791.47,2374.41
ITEM-834,ORD-5324,PROD-258,3,661.73,1985.19
ITEM-835,ORD-5325,PROD-246,1,67.93,67.93
ITEM-836,ORD-5325,PROD-229,8,607.86,4862.88
ITEM-837,ORD-5325,PROD-230,2,132.18,264.36
ITEM-838,ORD-5325,PROD-234,6,182.71,1096.26
ITEM-839,ORD-5326,PROD-259,1,302.83,302.83
ITEM-840,ORD-5326,PROD-206,11,377.22,4149.42
ITEM-841,ORD-5326,PROD-242,2,83.53,167.06
ITEM-842,ORD-5326,PROD-267,11,136.97,1506.67
ITEM-843,ORD-5327,PROD-249,11,317.99,3497.89
ITEM-844,ORD-5327,PROD-249,6,317.99,1907.94
ITEM-845,ORD-5328,PROD-249,4,317.99,1271.96
ITEM-846,ORD-5328,PROD-267,7,136.97,958.79
ITEM-847,ORD-5328,PROD-246,6,67.93,407.58
ITEM-848,ORD-5329,PROD-230,2,132.18,264.36
ITEM-849,ORD-5329,PROD-266,11,791.47,8706.17
ITEM-850,ORD-5330,PROD-230,7,132.18,925.26
ITEM-851,ORD-5331,PROD-276,3,846.44,2539.32
ITEM-852,ORD-5331,PROD-253,1,190.77,190.77
ITEM-853,ORD-5332,PROD-218,11,139.04,1529.44
ITEM-854,ORD-5332,PROD-266,1,791.47,791.47
ITEM-855,ORD-5333,PROD-267,7,136.97,958.79
ITEM-856,ORD-5333,PROD-277,10,399.46,3994.6
ITEM-857,ORD-5334,PROD-262,3,240.03,720.09
ITEM-858,ORD-5334,PROD-229,7,607.86,4255.02
ITEM-859,ORD-5334,PROD-277,3,399.46,1198.38
ITEM-860,ORD-5334,PROD-275,3,857.45,2572.35
ITEM-861,ORD-5335,PROD-259,10,302.83,3028.3
ITEM-862,ORD-5335,PROD-276,2,846.44,1692.88
ITEM-863,ORD-5335,PROD-230,7,132.18,925.26
ITEM-864,ORD-5336,PROD-220,10,226.7,2267.0
ITEM-865,ORD-5336,PROD-213,3,579.99,1739.97
ITEM-866,ORD-5336,PROD-261,10,675.6,6756.0
ITEM-867,ORD-5336,PROD-277,1,399.46,399.46
ITEM-868,ORD-5337,PROD-217,10,193.96,1939.6
ITEM-869,ORD-5337,PROD-270,1,315.74,315.74
ITEM-870,ORD-5337,PROD-256,9,583.81,5254.29
ITEM-871,ORD-5337,PROD-254,6,610.74,3664.44
ITEM-872,ORD-5338,PROD-276,12,846.44,10157.28
ITEM-873,ORD-5338,PROD-274,2,232.5,465.0
ITEM-874,ORD-5338,PROD-255,3,328.87,986.61
ITEM-875,ORD-5339,PROD-277,9,399.46,3595.14
ITEM-876,ORD-5339,PROD-253,5,190.77,953.85
ITEM-877,ORD-5339,PROD-225,1,97.9,97.9
ITEM-878,ORD-5340,PROD-249,11,317.99,3497.89
ITEM-879,ORD-5341,PROD-234,9,182.71,1644.39
ITEM-880,ORD-5341,PROD-255,10,328.87,3288.7
ITEM-881,ORD-5341,PROD-247,10,517.12,5171.2
ITEM-882,ORD-5342,PROD-248,9,368.76,3318.84
ITEM-883,ORD-5342,PROD-272,8,783.57,6268.56
ITEM-884,ORD-5343,PROD-216,12,644.09,7729.08
ITEM-885,ORD-5343,PROD-230,8,132.18,1057.44
ITEM-886,ORD-5344,PROD-271,10,769.84,7698.4
ITEM-887,ORD-5344,PROD-207,3,670.14,2010.42
ITEM-888,ORD-5344,PROD-250,11,446.97,4916.67
ITEM-889,ORD-5345,PROD-212,2,549.28,1098.56
ITEM-890,ORD-5345,PROD-234,4,182.71,730.84
ITEM-891,ORD-5345,PROD-248,2,368.76,737.52
ITEM-892,ORD-5345,PROD-278,1,86.74,86.74
ITEM-893,ORD-5346,PROD-264,8,349.38,2795.04
ITEM-894,ORD-5346,PROD-202,4,137.78,551.12
ITEM-895,ORD-5347,PROD-205,6,93.24,559.44
ITEM-896,ORD-5347,PROD-231,11,834.06,9174.66
ITEM-897,ORD-5348,PROD-251,7,345.08,2415.56
ITEM-898,ORD-5348,PROD-276,4,846.44,3385.76
ITEM-899,ORD-5348,PROD-267,1,136.97,136.97
ITEM-900,ORD-5349,PROD-245,5,395.72,1978.6
ITEM-901,ORD-5349,PROD-229,10,607.86,6078.6
ITEM-902,ORD-5349,PROD-225,8,97.9,783.2
ITEM-903,ORD-5350,PROD-265,2,324.48,648.96
ITEM-904,ORD-5350,PROD-272,2,783.57,1567.14
ITEM-905,ORD-5350,PROD-265,5,324.48,1622.4
ITEM-906,ORD-5350,PROD-244,2,200.58,401.16
ITEM-907,ORD-5351,PROD-257,7,679.94,4759.58
ITEM-908,ORD-5351,PROD-273,8,544.93,4359.44
