invoice_id,customer_id,order_id,issue_date,due_date,amount,status
INV-3325,CUST-1073,ORD-5325,2026-09-12,2026-10-12,6291.43,Pending
INV-3326,CUST-1117,ORD-5326,2026-08-24,2026-09-23,6125.98,Pending
INV-3327,CUST-1075,ORD-5327,2026-09-04,2026-10-04,5405.83,Pending
INV-3328,CUST-1115,ORD-5328,2026-08-05,2026-09-04,2638.33,Paid
INV-3329,CUST-1113,ORD-5329,2026-08-09,2026-09-08,8970.53,Paid
INV-3330,CUST-1021,ORD-5330,2026-08-24,2026-09-23,925.26,Pending
INV-3331,CUST-1062,ORD-5331,2026-08-31,2026-09-30,2730.09,Pending
INV-3332,CUST-1017,ORD-5332,2026-09-06,2026-10-06,2320.91,Pending
INV-3333,CUST-1008,ORD-5333,2026-08-11,2026-09-10,4953.39,Paid
INV-3334,CUST-1028,ORD-5334,2026-08-29,2026-09-28,8745.84,Pending
INV-3335,CUST-1066,ORD-5335,2026-08-17,2026-09-16,5646.44,Pending
INV-3336,CUST-1014,ORD-5336,2026-08-02,2026-09-01,11162.43,Overdue
INV-3337,CUST-1097,ORD-5337,2026-08-08,2026-09-07,11174.07,Paid
INV-3338,CUST-1103,ORD-5338,2026-08-31,2026-09-30,11608.89,Pending
INV-3339,CUST-1099,ORD-5339,2026-08-15,2026-09-14,4646.89,Pending
INV-3340,CUST-1067,ORD-5340,2026-08-08,2026-09-07,3497.89,Paid
INV-3341,CUST-1014,ORD-5341,2026-08-10,2026-09-09,10104.29,Paid
INV-3342,CUST-1071,ORD-5342,2026-09-05,2026-10-05,9587.4,Pending
INV-3343,CUST-1074,ORD-5343,2026-08-23,2026-09-22,8786.52,Pending
INV-3344,CUST-1028,ORD-5344,2026-09-02,2026-10-02,14625.49,Pending
INV-3345,CUST-1106,ORD-5345,2026-08-10,2026-09-09,2653.66,Paid
INV-3346,CUST-1092,ORD-5346,2026-09-08,2026-10-08,3346.16,Pending
INV-3347,CUST-1066,ORD-5347,2026-09-03,2026-10-03,9734.1,Pending
INV-3348,CUST-1012,ORD-5348,2026-08-18,2026-09-17,5938.29,Pending
INV-3349,CUST-1071,ORD-5349,2026-08-19,2026-09-18,8840.4,Pending
INV-3350,CUST-1001,ORD-5350,2026-08-17,2026-09-16,4239.66,Pending
INV-3351,CUST-1113,ORD-5351,2026-09-04,2026-10-04,12232.06,Pending
INV-3352,CUST-1115,ORD-5352,2026-09-07,2026-10-07,9605.21,Pending
INV-3353,CUST-1067,ORD-5353,2026-09-04,2026-10-04,6840.32,Pending
INV-3354,CUST-1061,ORD-5354,2026-08-21,2026-09-20,10880.1,Pending
INV-3355,CUST-1095,ORD-5355,2026-08-13,2026-09-12,1259.56,Paid
INV-3356,CUST-1100,ORD-5356,2026-08-07,2026-09-06,3493.8,Paid
INV-3357,CUST-1048,ORD-5357,2026-09-09,2026-10-09,7319.56,Pending
INV-3358,CUST-1070,ORD-5358,2026-08-03,2026-09-02,14418.32,Paid
INV-3359,CUST-1002,ORD-5359,2026-08-01,2026-08-31,6659.84,Paid
INV-3360,CUST-1071,ORD-5360,2026-08-17,2026-09-16,14437.88,Pending
INV-3361,CUST-1054,ORD-5361,2026-08-24,2026-09-23,12771.96,Pending
INV-3362,CUST-1072,ORD-5362,2026-08-28,2026-09-27,6263.56,Pending
INV-3363,CUST-1054,ORD-5363,2026-09-01,2026-10-01,5633.16,Pending
INV-3364,CUST-1089,ORD-5364,2026-08-11,2026-09-10,7948.88,Overdue
INV-3365,CUST-1047,ORD-5365,2026-08-24,2026-09-23,5130.18,Pending
INV-3366,CUST-1074,ORD-5366,2026-09-06,2026-10-06,2772.29,Pending
INV-3367,CUST-1100,ORD-5367,2026-08-29,2026-09-28,7825.24,Pending
INV-3368,CUST-1052,ORD-5368,2026-08-05,2026-09-04,4012.38,Paid
INV-3369,CUST-1114,ORD-5369,2026-08-29,2026-09-28,12884.29,Pending
INV-3370,CUST-1027,ORD-5370,2026-08-11,2026-09-10,1159.98,Paid
INV-3371,CUST-1099,ORD-5371,2026-08-26,2026-09-25,1355.9,Pending
INV-3372,CUST-1011,ORD-5372,2026-09-11,2026-10-11,3581.88,Pending
INV-3373,CUST-1046,ORD-5373,2026-08-21,2026-09-20,10353.12,Pending
INV-3374,CUST-1059,ORD-5374,2026-09-10,2026-10-10,11032.42,Pending
INV-3375,CUST-1053,ORD-5375,2026-08-17,2026-09-16,2527.29,Pending
INV-3376,CUST-1002,ORD-5376,2026-09-01,2026-10-01,6156.54,Pending
INV-3377,CUST-1025,ORD-5377,2026-08-27,2026-09-26,14116.49,Pending
INV-3378,CUST-1081,ORD-5378,2026-08-16,2026-09-15,4710.94,Pending
INV-3379,CUST-1018,ORD-5379,2026-08-19,2026-09-18,16631.32,Pending
INV-3380,CUST-1007,ORD-5380,2026-09-04,2026-10-04,3587.12,Pending
INV-3381,CUST-1030,ORD-5381,2026-08-06,2026-09-05,1397.52,Paid
INV-3382,CUST-1048,ORD-5382,2026-08-30,2026-09-29,1486.24,Pending
INV-3383,CUST-1024,ORD-5383,2026-08-13,2026-09-12,7000.16,Paid
INV-3384,CUST-1027,ORD-5384,2026-08-31,2026-09-30,11705.79,Pending
INV-3385,CUST-1062,ORD-5385,2026-09-10,2026-10-10,1276.28,Pending
INV-3386,CUST-1022,ORD-5386,2026-08-18,2026-09-17,1380.32,Pending
INV-3387,CUST-1075,ORD-5387,2026-08-31,2026-09-30,2294.04,Pending
INV-3388,CUST-1088,ORD-5388,2026-09-09,2026-10-09,616.86,Pending
INV-3389,CUST-1063,ORD-5389,2026-08-15,2026-09-14,10165.12,Pending
INV-3390,CUST-1116,ORD-5390,2026-08-03,2026-09-02,10434.04,Paid
INV-3391,CUST-1060,ORD-5391,2026-08-18,2026-09-17,2739.79,Pending
INV-3392,CUST-1070,ORD-5392,2026-08-24,2026-09-23,2271.36,Pending
INV-3393,CUST-1080,ORD-5393,2026-08-24,2026-09-23,2134.37,Pending
INV-3394,CUST-1025,ORD-5394,2026-09-03,2026-10-03,4544.84,Pending
INV-3395,CUST-1085,ORD-5395,2026-08-05,2026-09-04,1081.89,Paid
INV-3396,CUST-1074,ORD-5396,2026-09-11,2026-10-11,19835.14,Pending
INV-3397,CUST-1063,ORD-5397,2026-08-06,2026-09-05,4654.08,Paid
INV-3398,CUST-1035,ORD-5398,2026-09-03,2026-10-03,692.4,Pending
INV-3399,CUST-1013,ORD-5399,2026-08-07,2026-09-06,14888.88,Paid
INV-3400,CUST-1074,ORD-5400,2026-08-23,2026-09-22,10425.36,Pending
INV-3401,CUST-1077,ORD-5401,2026-08-29,2026-09-28,14206.08,Pending
INV-3402,CUST-1031,ORD-5402,2026-09-06,2026-10-06,5343.63,Pending
INV-3403,CUST-1051,ORD-5403,2026-08-01,2026-08-31,1156.57,Paid
INV-3404,CUST-1003,ORD-5404,2026-08-18,2026-09-17,2396.97,Pending
INV-3405,CUST-1034,ORD-5405,2026-08-24,2026-09-23,1353.3,Pending
INV-3406,CUST-1073,ORD-5406,2026-08-14,2026-09-13,4462.65,Pending
INV-3407,CUST-1039,ORD-5407,2026-08-03,2026-09-02,10107.02,Paid
INV-3408,CUST-1040,ORD-5408,2026-09-03,2026-10-03,8411.36,Pending
INV-3409,CUST-1007,ORD-5409,2026-08-26,2026-09-25,4255.02,Pending
INV-3410,CUST-1019,ORD-5410,2026-08-09,2026-09-08,6756.0,Paid
INV-3411,CUST-1011,ORD-5411,2026-08-26,2026-09-25,9418.91,Pending
INV-3412,CUST-1072,ORD-5412,2026-09-09,2026-10-09,6243.86,Pending
INV-3413,CUST-1086,ORD-5413,2026-08-27,2026-09-26,6478.12,Pending
INV-3414,CUST-1022,ORD-5414,2026-08-23,2026-09-22,3649.76,Pending
INV-3415,CUST-1095,ORD-5415,2026-08-04,2026-09-03,2715.87,Paid
INV-3416,CUST-1003,ORD-5416,2026-08-22,2026-09-21,6653.29,Pending
INV-3417,CUST-1080,ORD-5417,2026-08-10,2026-09-09,3179.9,Paid
INV-3418,CUST-1008,ORD-5418,2026-08-19,2026-09-18,10553.35,Pending
INV-3419,CUST-1110,ORD-5419,2026-09-12,2026-10-12,1472.95,Pending
INV-3420,CUST-1091,ORD-5420,2026-08-07,2026-09-06,11209.44,Overdue
INV-3421,CUST-1032,ORD-5421,2026-09-03,2026-10-03,6812.17,Pending
INV-3422,CUST-1081,ORD-5422,2026-08-20,2026-09-19,8205.22,Pending
INV-3423,CUST-1020,ORD-5423,2026-08-22,2026-09-21,9453.27,Pending
INV-3424,CUST-1088,ORD-5424,2026-08-15,2026-09-14,2341.85,Pending
INV-3425,CUST-1058,ORD-5425,2026-09-04,2026-10-04,4863.54,Pending
INV-3426,CUST-1040,ORD-5426,2026-09-03,2026-10-03,13836.07,Pending
INV-3427,CUST-1041,ORD-5427,2026-08-10,2026-09-09,5031.24,Paid
INV-3428,CUST-1004,ORD-5428,2026-09-09,2026-10-09,3652.08,Pending
INV-3429,CUST-1089,ORD-5429,2026-08-31,2026-09-30,8898.2,Pending
INV-3430,CUST-1053,ORD-5430,2026-08-01,2026-08-31,15842.89,Paid
INV-3431,CUST-1055,ORD-5431,2026-08-26,2026-09-25,10620.32,Pending
INV-3432,CUST-1014,ORD-5432,2026-08-29,2026-09-28,4669.56,Pending
INV-3433,CUST-1095,ORD-5433,2026-08-03,2026-09-02,9960.55,Paid
INV-3434,CUST-1038,ORD-5434,2026-09-09,2026-10-09,5148.6,Pending
INV-3435,CUST-1053,ORD-5435,2026-08-21,2026-09-20,2893.36,Pending
INV-3436,CUST-1113,ORD-5436,2026-08-30,2026-09-29,8858.62,Pending
INV-3437,CUST-1082,ORD-5437,2026-08-24,2026-09-23,18266.62,Pending
INV-3438,CUST-1112,ORD-5438,2026-09-12,2026-10-12,5803.47,Pending
INV-3439,CUST-1081,ORD-5439,2026-08-12,2026-09-11,2584.81,Paid
INV-3440,CUST-1070,ORD-5440,2026-08-01,2026-08-31,19578.04,Paid
INV-3441,CUST-1113,ORD-5441,2026-09-05,2026-10-05,2381.25,Pending
INV-3442,CUST-1019,ORD-5442,2026-08-03,2026-09-02,4289.16,Paid
INV-3443,CUST-1023,ORD-5443,2026-08-30,2026-09-29,4845.0,Pending
INV-3444,CUST-1108,ORD-5444,2026-09-05,2026-10-05,11608.38,Pending
INV-3445,CUST-1068,ORD-5445,2026-08-14,2026-09-13,2711.8,Pending
INV-3446,CUST-1062,ORD-5446,2026-09-08,2026-10-08,4693.62,Pending
INV-3447,CUST-1104,ORD-5447,2026-08-12,2026-09-11,3215.26,Paid
INV-3448,CUST-1109,ORD-5448,2026-08-14,2026-09-13,12539.6,Pending
INV-3449,CUST-1033,ORD-5449,2026-08-05,2026-09-04,6095.51,Paid
INV-3450,CUST-1073,ORD-5450,2026-09-09,2026-10-09,2793.78,Pending
INV-3451,CUST-1018,ORD-5451,2026-08-31,2026-09-30,7481.29,Pending
INV-3452,CUST-1069,ORD-5452,2026-08-02,2026-09-01,4055.34,Paid
INV-3453,CUST-1074,ORD-5453,2026-09-08,2026-10-08,2518.52,Pending
INV-3454,CUST-1012,ORD-5454,2026-09-01,2026-10-01,7763.47,Pending
INV-3455,CUST-1101,ORD-5455,2026-08-03,2026-09-02,6119.46,Paid
INV-3456,CUST-1025,ORD-5456,2026-08-22,2026-09-21,6246.34,Pending
INV-3457,CUST-1050,ORD-5457,2026-09-03,2026-10-03,143.3,Pending
INV-3458,CUST-1043,ORD-5458,2026-08-30,2026-09-29,1506.67,Pending
INV-3459,CUST-1074,ORD-5459,2026-08-20,2026-09-19,823.62,Pending
INV-3460,CUST-1041,ORD-5460,2026-08-29,2026-09-28,2231.22,Pending
INV-3461,CUST-1015,ORD-5461,2026-08-01,2026-08-31,5968.44,Paid
INV-3462,CUST-1019,ORD-5462,2026-08-19,2026-09-18,3054.24,Pending
INV-3463,CUST-1057,ORD-5463,2026-08-04,2026-09-03,7431.6,Paid
INV-3464,CUST-1012,ORD-5464,2026-08-28,2026-09-27,10611.9,Pending
INV-3465,CUST-1043,ORD-5465,2026-08-13,2026-09-12,3477.4,Paid
INV-3466,CUST-1059,ORD-5466,2026-08-20,2026-09-19,9629.37,Pending
INV-3467,CUST-1043,ORD-5467,2026-08-21,2026-09-20,6488.84,Pending
INV-3468,CUST-1078,ORD-5468,2026-09-06,2026-10-06,2721.12,Pending
INV-3469,CUST-1072,ORD-5469,2026-09-11,2026-10-11,3910.44,Pending
INV-3470,CUST-1050,ORD-5470,2026-08-05,2026-09-04,11763.18,Paid
INV-3471,CUST-1085,ORD-5471,2026-09-12,2026-10-12,11397.97,Pending
INV-3472,CUST-1077,ORD-5472,2026-08-07,2026-09-06,11444.55,Paid
INV-3473,CUST-1069,ORD-5473,2026-08-19,2026-09-18,12533.12,Pending
INV-3474,CUST-1075,ORD-5474,2026-08-01,2026-08-31,9504.3,Paid
INV-3475,CUST-1111,ORD-5475,2026-08-02,2026-09-01,16797.06,Paid
INV-3476,CUST-1018,ORD-5476,2026-08-13,2026-09-12,5610.78,Paid
INV-3477,CUST-1056,ORD-5477,2026-08-09,2026-09-08,5493.1,Paid
INV-3478,CUST-1055,ORD-5478,2026-09-05,2026-10-05,7887.06,Pending
INV-3479,CUST-1035,ORD-5479,2026-08-27,2026-09-26,5190.2,Pending
INV-3480,CUST-1089,ORD-5480,2026-08-06,2026-09-05,4569.17,Overdue
INV-3481,CUST-1081,ORD-5481,2026-09-12,2026-10-12,3157.4,Pending
INV-3482,CUST-1069,ORD-5482,2026-08-01,2026-08-31,13369.72,Paid
INV-3483,CUST-1119,ORD-5483,2026-09-08,2026-10-08,15993.11,Pending
INV-3484,CUST-1063,ORD-5484,2026-08-06,2026-09-05,1543.75,Paid
INV-3485,CUST-1110,ORD-5485,2026-08-17,2026-09-16,260.22,Pending
INV-3486,CUST-1085,ORD-5486,2026-08-29,2026-09-28,8865.0,Pending
INV-3487,CUST-1111,ORD-5487,2026-08-03,2026-09-02,3708.3,Paid
INV-3488,CUST-1031,ORD-5488,2026-09-12,2026-10-12,7027.32,Pending
INV-3489,CUST-1060,ORD-5489,2026-08-26,2026-09-25,12044.97,Pending
INV-3490,CUST-1034,ORD-5490,2026-08-10,2026-09-09,10890.54,Paid
INV-3491,CUST-1079,ORD-5491,2026-09-11,2026-10-11,12620.8,Pending
INV-3492,CUST-1044,ORD-5492,2026-08-12,2026-09-11,275.56,Paid
INV-3493,CUST-1014,ORD-5493,2026-08-29,2026-09-28,1642.45,Pending
INV-3494,CUST-1012,ORD-5494,2026-08-04,2026-09-03,12123.14,Paid
INV-3495,CUST-1085,ORD-5495,2026-09-11,2026-10-11,7421.72,Pending
INV-3496,CUST-1059,ORD-5496,2026-08-18,2026-09-17,2836.68,Pending
INV-3497,CUST-1008,ORD-5497,2026-08-17,2026-09-16,2452.4,Pending
INV-3498,CUST-1023,ORD-5498,2026-09-11,2026-10-11,3337.47,Pending
INV-3499,CUST-1092,ORD-5499,2026-08-17,2026-09-16,350.46,Pending
INV-3500,CUST-1100,ORD-5500,2026-08-29,2026-09-28,8044.6,Pending
INV-3501,CUST-1074,ORD-5501,2026-08-01,2026-08-31,5935.38,Paid
INV-3502,CUST-1069,ORD-5502,2026-08-23,2026-09-22,4182.26,Pending
INV-3503,CUST-1098,ORD-5503,2026-08-19,2026-09-18,5895.57,Pending
INV-3504,CUST-1090,ORD-5504,2026-08-25,2026-09-24,8999.24,Pending
INV-3505,CUST-1004,ORD-5505,2026-09-07,2026-10-07,6393.24,Pending
INV-3506,CUST-1044,ORD-5506,2026-08-04,2026-09-03,453.52,Paid
INV-3507,CUST-1087,ORD-5507,2026-09-04,2026-10-04,3141.87,Pending
INV-3508,CUST-1117,ORD-5508,2026-09-09,2026-10-09,4172.33,Pending
INV-3509,CUST-1079,ORD-5509,2026-08-11,2026-09-10,542.36,Paid
INV-3510,CUST-1103,ORD-5510,2026-08-13,2026-09-12,10538.05,Paid
INV-3511,CUST-1076,ORD-5511,2026-08-12,2026-09-11,3220.45,Paid
INV-3512,CUST-1048,ORD-5512,2026-09-05,2026-10-05,14776.92,Pending
INV-3513,CUST-1113,ORD-5513,2026-09-01,2026-10-01,1786.95,Pending
INV-3514,CUST-1076,ORD-5514,2026-08-19,2026-09-18,16180.74,Pending
INV-3515,CUST-1079,ORD-5515,2026-08-03,2026-09-02,9535.88,Paid
INV-3516,CUST-1072,ORD-5516,2026-08-16,2026-09-15,1100.7,Pending
INV-3517,CUST-1111,ORD-5517,2026-09-04,2026-10-04,7140.94,Pending
INV-3518,CUST-1015,ORD-5518,2026-08-10,2026-09-09,10031.7,Paid
INV-3519,CUST-1079,ORD-5519,2026-08-30,2026-09-29,6031.26,Pending
INV-3520,CUST-1101,ORD-5520,2026-08-02,2026-09-01,700.92,Paid
INV-3521,CUST-1054,ORD-5521,2026-08-13,2026-09-12,2918.44,Paid
INV-3522,CUST-1010,ORD-5522,2026-08-31,2026-09-30,11079.67,Pending
INV-3523,CUST-1059,ORD-5523,2026-08-13,2026-09-12,5768.83,Paid
INV-3524,CUST-1015,ORD-5524,2026-08-30,2026-09-29,9053.37,Pending
INV-3525,CUST-1110,ORD-5525,2026-08-15,2026-09-14,10605.11,Pending
INV-3526,CUST-1032,ORD-5526,2026-08-21,2026-09-20,2771.82,Pending
INV-3527,CUST-1006,ORD-5527,2026-08-31,2026-09-30,2959.83,Pending
INV-3528,CUST-1104,ORD-5528,2026-08-07,2026-09-06,4378.53,Paid
INV-3529,CUST-1062,ORD-5529,2026-09-12,2026-10-12,3885.75,Pending
INV-3530,CUST-1024,ORD-5530,2026-08-24,2026-09-23,13269.93,Pending
INV-3531,CUST-1090,ORD-5531,2026-09-09,2026-10-09,7640.06,Pending
INV-3532,CUST-1015,ORD-5532,2026-08-25,2026-09-24,16928.87,Pending
INV-3533,CUST-1091,ORD-5533,2026-08-14,2026-09-13,13478.56,Pending
INV-3534,CUST-1097,ORD-5534,2026-08-15,2026-09-14,9678.29,Pending
INV-3535,CUST-1058,ORD-5535,2026-09-01,2026-10-01,8107.2,Pending
INV-3536,CUST-1116,ORD-5536,2026-08-19,2026-09-18,1675.37,Pending
INV-3537,CUST-1010,ORD-5537,2026-08-07,2026-09-06,7246.16,Paid
INV-3538,CUST-1054,ORD-5538,2026-09-04,2026-10-04,12598.07,Pending
INV-3539,CUST-1107,ORD-5539,2026-09-03,2026-10-03,4782.32,Pending
INV-3540,CUST-1090,ORD-5540,2026-09-03,2026-10-03,4309.68,Pending
INV-3541,CUST-1037,ORD-5541,2026-08-04,2026-09-03,17145.56,Paid
INV-3542,CUST-1108,ORD-5542,2026-09-12,2026-10-12,3931.44,Pending
INV-3543,CUST-1024,ORD-5543,2026-08-14,2026-09-13,3210.06,Pending
INV-3544,CUST-1058,ORD-5544,2026-09-04,2026-10-04,5424.81,Pending
INV-3545,CUST-1001,ORD-5545,2026-09-04,2026-10-04,12816.12,Pending
INV-3546,CUST-1089,ORD-5546,2026-08-08,2026-09-07,1529.44,Paid
INV-3547,CUST-1052,ORD-5547,2026-09-09,2026-10-09,2152.53,Pending
INV-3548,CUST-1011,ORD-5548,2026-09-04,2026-10-04,5540.29,Pending
INV-3549,CUST-1041,ORD-5549,2026-09-08,2026-10-08,3619.84,Pending
INV-3550,CUST-1048,ORD-5550,2026-08-01,2026-08-31,10131.29,Paid
INV-3551,CUST-1021,ORD-5551,2026-08-28,2026-09-27,10112.24,Pending
INV-3552,CUST-1061,ORD-5552,2026-09-03,2026-10-03,5925.08,Pending
INV-3553,CUST-1053,ORD-5553,2026-09-10,2026-10-10,10143.03,Pending
INV-3554,CUST-1106,ORD-5554,2026-08-20,2026-09-19,4999.71,Pending
INV-3555,CUST-1039,ORD-5555,2026-09-10,2026-10-10,12659.56,Pending
INV-3556,CUST-1077,ORD-5556,2026-08-24,2026-09-23,17796.06,Pending
INV-3557,CUST-1003,ORD-5557,2026-08-17,2026-09-16,2224.98,Pending
INV-3558,CUST-1046,ORD-5558,2026-08-11,2026-09-10,6217.72,Paid
INV-3559,CUST-1025,ORD-5559,2026-09-10,2026-10-10,1198.38,Pending
INV-3560,CUST-1088,ORD-5560,2026-08-24,2026-09-23,3475.65,Pending
INV-3561,CUST-1044,ORD-5561,2026-08-11,2026-09-10,4471.74,Paid
INV-3562,CUST-1092,ORD-5562,2026-09-05,2026-10-05,5784.16,Pending
INV-3563,CUST-1105,ORD-5563,2026-08-29,2026-09-28,7262.6,Pending
INV-3564,CUST-1089,ORD-5564,2026-08-15,2026-09-14,2647.55,Pending
INV-3565,CUST-1003,ORD-5565,2026-08-31,2026-09-30,720.22,Pending
INV-3566,CUST-1066,ORD-5566,2026-09-07,2026-10-07,8058.65,Pending
INV-3567,CUST-1027,ORD-5567,2026-09-07,2026-10-07,2043.56,Pending
INV-3568,CUST-1045,ORD-5568,2026-08-23,2026-09-22,3450.62,Pending
INV-3569,CUST-1068,ORD-5569,2026-08-14,2026-09-13,16763.34,Pending
INV-3570,CUST-1047,ORD-5570,2026-09-07,2026-10-07,5770.41,Pending
INV-3571,CUST-1098,ORD-5571,2026-08-21,2026-09-20,12627.49,Pending
INV-3572,CUST-1042,ORD-5572,2026-09-01,2026-10-01,11560.86,Pending
INV-3573,CUST-1038,ORD-5573,2026-08-28,2026-09-27,7431.6,Pending
INV-3574,CUST-1002,ORD-5574,2026-09-01,2026-10-01,2760.64,Pending
INV-3575,CUST-1087,ORD-5575,2026-08-06,2026-09-05,4108.44,Paid
INV-3576,CUST-1044,ORD-5576,2026-08-13,2026-09-12,16844.2,Paid
INV-3577,CUST-1061,ORD-5577,2026-09-12,2026-10-12,7210.53,Pending
INV-3578,CUST-1018,ORD-5578,2026-08-02,2026-09-01,823.28,Paid
INV-3579,CUST-1087,ORD-5579,2026-08-21,2026-09-20,6705.14,Pending
INV-3580,CUST-1038,ORD-5580,2026-09-12,2026-10-12,6653.09,Pending
INV-3581,CUST-1041,ORD-5581,2026-08-25,2026-09-24,13987.63,Pending
INV-3582,CUST-1040,ORD-5582,2026-08-25,2026-09-24,5994.23,Pending
INV-3583,CUST-1071,ORD-5583,2026-09-04,2026-10-04,13187.81,Pending
INV-3584,CUST-1079,ORD-5584,2026-08-23,2026-09-22,2113.01,Pending
INV-3585,CUST-1004,ORD-5585,2026-09-10,2026-10-10,8709.78,Pending
INV-3586,CUST-1040,ORD-5586,2026-09-07,2026-10-07,286.6,Pending
INV-3587,CUST-1003,ORD-5587,2026-09-04,2026-10-04,3331.13,Pending
INV-3588,CUST-1066,ORD-5588,2026-08-27,2026-09-26,6756.0,Pending
INV-3589,CUST-1049,ORD-5589,2026-09-06,2026-10-06,4990.22,Pending
INV-3590,CUST-1104,ORD-5590,2026-09-12,2026-10-12,5103.39,Pending
INV-3591,CUST-1028,ORD-5591,2026-08-19,2026-09-18,3462.0,Pending
INV-3592,CUST-1080,ORD-5592,2026-08-06,2026-09-05,5078.64,Paid
INV-3593,CUST-1061,ORD-5593,2026-08-28,2026-09-27,7466.73,Pending
INV-3594,CUST-1026,ORD-5594,2026-08-27,2026-09-26,9645.11,Pending
INV-3595,CUST-1091,ORD-5595,2026-09-03,2026-10-03,12851.88,Pending
INV-3596,CUST-1026,ORD-5596,2026-08-24,2026-09-23,4925.58,Pending
INV-3597,CUST-1111,ORD-5597,2026-08-05,2026-09-04,4351.86,Paid
INV-3598,CUST-1031,ORD-5598,2026-08-08,2026-09-07,3003.72,Paid
INV-3599,CUST-1083,ORD-5599,2026-08-03,2026-09-02,4552.87,Paid
INV-3600,CUST-1083,ORD-5600,2026-08-03,2026-09-02,205.62,Paid
INV-3601,CUST-1116,ORD-5601,2026-08-27,2026-09-26,4140.96,Pending
INV-3602,CUST-1015,ORD-5602,2026-09-06,2026-10-06,1506.67,Pending
INV-3603,CUST-1033,ORD-5603,2026-09-01,2026-10-01,4008.98,Pending
INV-3604,CUST-1104,ORD-5604,2026-08-16,2026-09-15,2188.34,Pending
INV-3605,CUST-1053,ORD-5605,2026-08-17,2026-09-16,2458.17,Pending
INV-3606,CUST-1041,ORD-5606,2026-09-04,2026-10-04,14770.18,Pending
INV-3607,CUST-1116,ORD-5607,2026-09-08,2026-10-08,4170.3,Pending
INV-3608,CUST-1069,ORD-5608,2026-08-16,2026-09-15,6614.48,Pending
INV-3609,CUST-1081,ORD-5609,2026-08-21,2026-09-20,10470.1,Pending
INV-3610,CUST-1106,ORD-5610,2026-08-11,2026-09-10,475.51,Paid
INV-3611,CUST-1089,ORD-5611,2026-08-02,2026-09-01,7618.38,Paid
INV-3612,CUST-1074,ORD-5612,2026-08-06,2026-09-05,6609.16,Paid
INV-3613,CUST-1112,ORD-5613,2026-08-09,2026-09-08,6314.28,Paid
INV-3614,CUST-1051,ORD-5614,2026-08-25,2026-09-24,8913.86,Pending
INV-3615,CUST-1030,ORD-5615,2026-08-06,2026-09-05,3003.14,Paid
INV-3616,CUST-1034,ORD-5616,2026-08-10,2026-09-09,12602.74,Overdue
INV-3617,CUST-1016,ORD-5617,2026-08-15,2026-09-14,6164.36,Pending
INV-3618,CUST-1110,ORD-5618,2026-08-14,2026-09-13,4392.22,Pending
INV-3619,CUST-1102,ORD-5619,2026-08-10,2026-09-09,7403.4,Paid
INV-3620,CUST-1002,ORD-5620,2026-08-31,2026-09-30,13714.48,Pending
INV-3621,CUST-1033,ORD-5621,2026-08-05,2026-09-04,4020.84,Paid
INV-3622,CUST-1086,ORD-5622,2026-09-08,2026-10-08,3722.58,Pending
INV-3623,CUST-1017,ORD-5623,2026-09-05,2026-10-05,3143.97,Pending
INV-3624,CUST-1017,ORD-5624,2026-08-06,2026-09-05,6419.07,Paid
INV-3625,CUST-1079,ORD-5625,2026-08-17,2026-09-16,8990.94,Pending
INV-3626,CUST-1082,ORD-5626,2026-08-29,2026-09-28,623.24,Pending
INV-3627,CUST-1034,ORD-5627,2026-08-11,2026-09-10,12349.96,Paid
INV-3628,CUST-1111,ORD-5628,2026-08-10,2026-09-09,12851.29,Paid
INV-3629,CUST-1075,ORD-5629,2026-08-14,2026-09-13,5503.5,Pending
INV-3630,CUST-1118,ORD-5630,2026-08-05,2026-09-04,13997.82,Paid
INV-3631,CUST-1011,ORD-5631,2026-08-30,2026-09-29,18491.85,Pending
INV-3632,CUST-1042,ORD-5632,2026-09-06,2026-10-06,9225.0,Pending
INV-3633,CUST-1071,ORD-5633,2026-09-08,2026-10-08,1133.8,Pending
INV-3634,CUST-1003,ORD-5634,2026-08-14,2026-09-13,11362.52,Pending
INV-3635,CUST-1017,ORD-5635,2026-08-23,2026-09-22,3318.84,Pending
INV-3636,CUST-1058,ORD-5636,2026-08-25,2026-09-24,8080.26,Pending
INV-3637,CUST-1056,ORD-5637,2026-09-10,2026-10-10,3394.98,Pending
INV-3638,CUST-1088,ORD-5638,2026-08-10,2026-09-09,4047.92,Paid
INV-3639,CUST-1020,ORD-5639,2026-08-09,2026-09-08,6858.84,Paid
INV-3640,CUST-1014,ORD-5640,2026-09-02,2026-10-02,9419.12,Pending
INV-3641,CUST-1015,ORD-5641,2026-09-12,2026-10-12,6423.04,Pending
INV-3642,CUST-1093,ORD-5642,2026-08-30,2026-09-29,5093.3,Pending
INV-3643,CUST-1112,ORD-5643,2026-08-07,2026-09-06,4169.55,Paid
INV-3644,CUST-1062,ORD-5644,2026-08-30,2026-09-29,8615.5,Pending
INV-3645,CUST-1025,ORD-5645,2026-08-08,2026-09-07,4497.65,Paid
INV-3646,CUST-1108,ORD-5646,2026-09-10,2026-10-10,3789.62,Pending
INV-3647,CUST-1022,ORD-5647,2026-08-10,2026-09-09,14428.16,Paid
INV-3648,CUST-1014,ORD-5648,2026-09-10,2026-10-10,17362.18,Pending
INV-3649,CUST-1092,ORD-5649,2026-08-04,2026-09-03,3288.7,Paid
