order_id,customer_id,order_date,status,total_amount,shipping_method,payment_terms
ORD-5286,CUST-1043,2026-09-05 17:00:00,Delivered,14516.65,Expedited Air,Net 30
ORD-5287,CUST-1107,2026-09-10 12:00:00,Shipped,8424.62,Expedited Air,Net 30
ORD-5288,CUST-1026,2026-08-13 09:00:00,Delivered,5223.34,Expedited Air,Net 30
ORD-5289,CUST-1085,2026-09-07 16:00:00,Delivered,6953.58,Expedited Air,Net 30
ORD-5290,CUST-1120,2026-08-28 17:00:00,Delivered,10251.35,Expedited Air,Net 30
ORD-5291,CUST-1113,2026-08-21 16:00:00,Delivered,14820.0,Expedited Air,Net 30
ORD-5292,CUST-1053,2026-09-08 16:00:00,Processing,14605.6,Expedited Air,Net 30
ORD-5293,CUST-1118,2026-08-09 18:00:00,Delivered,3922.68,Ground Freight,Net 30
ORD-5294,CUST-1075,2026-09-06 18:00:00,Delivered,4402.97,Ground Freight,Net 30
ORD-5295,CUST-1086,2026-08-04 11:00:00,Delivered,5211.28,Expedited Air,Net 30
ORD-5296,CUST-1046,2026-08-29 09:00:00,Delivered,12991.53,Expedited Air,Net 30
ORD-5297,CUST-1007,2026-08-25 14:00:00,Delivered,10699.23,Expedited Air,Net 30
ORD-5298,CUST-1091,2026-09-11 13:00:00,Processing,2474.69,Ground Freight,Net 30
ORD-5299,CUST-1016,2026-08-25 08:00:00,Delivered,9213.9,Expedited Air,Net 30
ORD-5300,CUST-1091,2026-08-10 08:00:00,Delivered,8206.84,Expedited Air,Net 30
ORD-5301,CUST-1102,2026-09-06 16:00:00,Delivered,8741.43,Expedited Air,Net 30
ORD-5302,CUST-1101,2026-09-02 10:00:00,Delivered,9053.44,Expedited Air,Net 30
ORD-5303,CUST-1047,2026-08-19 11:00:00,Delivered,21235.25,Expedited Air,Net 30
ORD-5304,CUST-1032,2026-08-03 18:00:00,Delivered,6659.71,Expedited Air,Net 30
ORD-5305,CUST-1066,2026-09-02 15:00:00,Delayed,5796.41,Expedited Air,Net 30
ORD-5306,CUST-1009,2026-08-14 18:00:00,Delivered,6626.18,Expedited Air,Net 30
ORD-5307,CUST-1105,2026-08-05 18:00:00,Delivered,4272.97,Ground Freight,Net 30
ORD-5308,CUST-1102,2026-08-17 16:00:00,Delivered,930.0,Ground Freight,Net 30
ORD-5309,CUST-1050,2026-08-29 18:00:00,Delivered,17913.95,Expedited Air,Net 30
ORD-5310,CUST-1097,2026-09-07 08:00:00,Delivered,611.37,Ground Freight,Net 30
ORD-5311,CUST-1101,2026-08-20 17:00:00,Delivered,2471.28,Ground Freight,Net 30
ORD-5312,CUST-1106,2026-09-12 08:00:00,Processing,15421.25,Expedited Air,Net 30
ORD-5313,CUST-1071,2026-09-05 10:00:00,Delivered,377.22,Ground Freight,Net 30
ORD-5314,CUST-1051,2026-09-04 16:00:00,Delivered,573.2,Ground Freight,Net 30
ORD-5315,CUST-1053,2026-09-11 16:00:00,Shipped,7720.62,Expedited Air,Net 30
ORD-5316,CUST-1086,2026-09-06 08:00:00,Delivered,9940.08,Expedited Air,Net 30
ORD-5317,CUST-1043,2026-08-23 10:00:00,Delivered,3789.83,Ground Freight,Net 30
ORD-5318,CUST-1063,2026-08-29 13:00:00,Delivered,11124.37,Expedited Air,Net 30
ORD-5319,CUST-1001,2026-08-21 11:00:00,Delivered,4470.41,Ground Freight,Net 30
ORD-5320,CUST-1060,2026-08-29 13:00:00,Delivered,3445.19,Ground Freight,Net 30
ORD-5321,CUST-1115,2026-09-04 11:00:00,Delivered,5847.27,Expedited Air,Net 30
ORD-5322,CUST-1075,2026-08-26 17:00:00,Delivered,2483.55,Ground Freight,Net 30
ORD-5323,CUST-1084,2026-08-10 13:00:00,Delivered,12309.17,Expedited Air,Net 30
ORD-5324,CUST-1085,2026-08-16 17:00:00,Delivered,4359.6,Ground Freight,Net 30
ORD-5325,CUST-1073,2026-09-12 10:00:00,Processing,6291.43,Expedited Air,Net 30
ORD-5326,CUST-1117,2026-08-24 14:00:00,Delivered,6125.98,Expedited Air,Net 30
ORD-5327,CUST-1075,2026-09-04 17:00:00,Delivered,5405.83,Expedited Air,Net 30
ORD-5328,CUST-1115,2026-08-05 16:00:00,Delivered,2638.33,Ground Freight,Net 30
ORD-5329,CUST-1113,2026-08-09 15:00:00,Delivered,8970.53,Expedited Air,Net 30
ORD-5330,CUST-1021,2026-08-24 17:00:00,Delivered,925.26,Ground Freight,Net 30
ORD-5331,CUST-1062,2026-08-31 15:00:00,Delivered,2730.09,Ground Freight,Net 30
ORD-5332,CUST-1017,2026-09-06 17:00:00,Delivered,2320.91,Ground Freight,Net 30
ORD-5333,CUST-1008,2026-08-11 12:00:00,Delivered,4953.39,Ground Freight,Net 30
ORD-5334,CUST-1028,2026-08-29 17:00:00,Delivered,8745.84,Expedited Air,Net 30
ORD-5335,CUST-1066,2026-08-17 10:00:00,Delivered,5646.44,Expedited Air,Net 30
ORD-5336,CUST-1014,2026-08-02 11:00:00,Delivered,11162.43,Expedited Air,Net 30
ORD-5337,CUST-1097,2026-08-08 09:00:00,Delivered,11174.07,Expedited Air,Net 30
ORD-5338,CUST-1103,2026-08-31 14:00:00,Delivered,11608.89,Expedited Air,Net 30
ORD-5339,CUST-1099,2026-08-15 09:00:00,Delivered,4646.89,Ground Freight,Net 30
ORD-5340,CUST-1067,2026-08-08 16:00:00,Delayed,3497.89,Ground Freight,Net 30
ORD-5341,CUST-1014,2026-08-10 14:00:00,Delivered,10104.29,Expedited Air,Net 30
ORD-5342,CUST-1071,2026-09-05 15:00:00,Delivered,9587.4,Expedited Air,Net 30
ORD-5343,CUST-1074,2026-08-23 14:00:00,Delivered,8786.52,Expedited Air,Net 30
ORD-5344,CUST-1028,2026-09-02 14:00:00,Delivered,14625.49,Expedited Air,Net 30
ORD-5345,CUST-1106,2026-08-10 15:00:00,Delivered,2653.66,Ground Freight,Net 30
ORD-5346,CUST-1092,2026-09-08 08:00:00,Shipped,3346.16,Ground Freight,Net 30
ORD-5347,CUST-1066,2026-09-03 11:00:00,Delivered,9734.1,Expedited Air,Net 30
ORD-5348,CUST-1012,2026-08-18 14:00:00,Delivered,5938.29,Expedited Air,Net 30
ORD-5349,CUST-1071,2026-08-19 16:00:00,Delivered,8840.4,Expedited Air,Net 30
ORD-5350,CUST-1001,2026-08-17 10:00:00,Delivered,4239.66,Ground Freight,Net 30
ORD-5351,CUST-1113,2026-09-04 17:00:00,Delivered,12232.06,Expedited Air,Net 30
ORD-5352,CUST-1115,2026-09-07 08:00:00,Delivered,9605.21,Expedited Air,Net 30
ORD-5353,CUST-1067,2026-09-04 08:00:00,Delivered,6840.32,Expedited Air,Net 30
ORD-5354,CUST-1061,2026-08-21 13:00:00,Delivered,10880.1,Expedited Air,Net 30
ORD-5355,CUST-1095,2026-08-13 11:00:00,Delivered,1259.56,Ground Freight,Net 30
ORD-5356,CUST-1100,2026-08-07 09:00:00,Delivered,3493.8,Ground Freight,Net 30
ORD-5357,CUST-1048,2026-09-09 13:00:00,Processing,7319.56,Expedited Air,Net 30
ORD-5358,CUST-1070,2026-08-03 16:00:00,Delivered,14418.32,Expedited Air,Net 30
ORD-5359,CUST-1002,2026-08-01 18:00:00,Delivered,6659.84,Expedited Air,Net 30
ORD-5360,CUST-1071,2026-08-17 11:00:00,Delivered,14437.88,Expedited Air,Net 30
ORD-5361,CUST-1054,2026-08-24 13:00:00,Delivered,12771.96,Expedited Air,Net 30
ORD-5362,CUST-1072,2026-08-28 14:00:00,Delivered,6263.56,Expedited Air,Net 30
ORD-5363,CUST-1054,2026-09-01 10:00:00,Delivered,5633.16,Expedited Air,Net 30
ORD-5364,CUST-1089,2026-08-11 08:00:00,Delivered,7948.88,Expedited Air,Net 30
ORD-5365,CUST-1047,2026-08-24 16:00:00,Delivered,5130.18,Expedited Air,Net 30
ORD-5366,CUST-1074,2026-09-06 18:00:00,Delivered,2772.29,Ground Freight,Net 30
ORD-5367,CUST-1100,2026-08-29 09:00:00,Delivered,7825.24,Expedited Air,Net 30
ORD-5368,CUST-1052,2026-08-05 09:00:00,Delivered,4012.38,Ground Freight,Net 30
ORD-5369,CUST-1114,2026-08-29 13:00:00,Delivered,12884.29,Expedited Air,Net 30
ORD-5370,CUST-1027,2026-08-11 14:00:00,Delivered,1159.98,Ground Freight,Net 30
ORD-5371,CUST-1099,2026-08-26 16:00:00,Delivered,1355.9,Ground Freight,Net 30
ORD-5372,CUST-1011,2026-09-11 14:00:00,Processing,3581.88,Ground Freight,Net 30
ORD-5373,CUST-1046,2026-08-21 15:00:00,Delivered,10353.12,Expedited Air,Net 30
ORD-5374,CUST-1059,2026-09-10 18:00:00,Processing,11032.42,Expedited Air,Net 30
ORD-5375,CUST-1053,2026-08-17 10:00:00,Delivered,2527.29,Ground Freight,Net 30
ORD-5376,CUST-1002,2026-09-01 15:00:00,Delivered,6156.54,Expedited Air,Net 30
ORD-5377,CUST-1025,2026-08-27 16:00:00,Delivered,14116.49,Expedited Air,Net 30
ORD-5378,CUST-1081,2026-08-16 16:00:00,Delivered,4710.94,Ground Freight,Net 30
ORD-5379,CUST-1018,2026-08-19 09:00:00,Delivered,16631.32,Expedited Air,Net 30
ORD-5380,CUST-1007,2026-09-04 08:00:00,Delivered,3587.12,Ground Freight,Net 30
ORD-5381,CUST-1030,2026-08-06 10:00:00,Delivered,1397.52,Ground Freight,Net 30
ORD-5382,CUST-1048,2026-08-30 08:00:00,Delivered,1486.24,Ground Freight,Net 30
ORD-5383,CUST-1024,2026-08-13 12:00:00,Delivered,7000.16,Expedited Air,Net 30
ORD-5384,CUST-1027,2026-08-31 14:00:00,Delivered,11705.79,Expedited Air,Net 30
ORD-5385,CUST-1062,2026-09-10 12:00:00,Processing,1276.28,Ground Freight,Net 30
ORD-5386,CUST-1022,2026-08-18 17:00:00,Delivered,1380.32,Ground Freight,Net 30
ORD-5387,CUST-1075,2026-08-31 17:00:00,Delivered,2294.04,Ground Freight,Net 30
ORD-5388,CUST-1088,2026-09-09 13:00:00,Processing,616.86,Ground Freight,Net 30
ORD-5389,CUST-1063,2026-08-15 13:00:00,Delivered,10165.12,Expedited Air,Net 30
ORD-5390,CUST-1116,2026-08-03 15:00:00,Delivered,10434.04,Expedited Air,Net 30
ORD-5391,CUST-1060,2026-08-18 17:00:00,Delivered,2739.79,Ground Freight,Net 30
ORD-5392,CUST-1070,2026-08-24 15:00:00,Delivered,2271.36,Ground Freight,Net 30
ORD-5393,CUST-1080,2026-08-24 17:00:00,Delivered,2134.37,Ground Freight,Net 30
ORD-5394,CUST-1025,2026-09-03 18:00:00,Delivered,4544.84,Ground Freight,Net 30
ORD-5395,CUST-1085,2026-08-05 08:00:00,Delivered,1081.89,Ground Freight,Net 30
ORD-5396,CUST-1074,2026-09-11 14:00:00,Processing,19835.14,Expedited Air,Net 30
ORD-5397,CUST-1063,2026-08-06 15:00:00,Delivered,4654.08,Ground Freight,Net 30
ORD-5398,CUST-1035,2026-09-03 08:00:00,Delivered,692.4,Ground Freight,Net 30
ORD-5399,CUST-1013,2026-08-07 11:00:00,Delivered,14888.88,Expedited Air,Net 30
ORD-5400,CUST-1074,2026-08-23 18:00:00,Delivered,10425.36,Expedited Air,Net 30
ORD-5401,CUST-1077,2026-08-29 13:00:00,Delivered,14206.08,Expedited Air,Net 30
ORD-5402,CUST-1031,2026-09-06 16:00:00,Delivered,5343.63,Expedited Air,Net 30
ORD-5403,CUST-1051,2026-08-01 08:00:00,Delivered,1156.57,Ground Freight,Net 30
ORD-5404,CUST-1003,2026-08-18 16:00:00,Delivered,2396.97,Ground Freight,Net 30
ORD-5405,CUST-1034,2026-08-24 17:00:00,Delivered,1353.3,Ground Freight,Net 30
ORD-5406,CUST-1073,2026-08-14 09:00:00,Delivered,4462.65,Ground Freight,Net 30
ORD-5407,CUST-1039,2026-08-03 17:00:00,Delivered,10107.02,Expedited Air,Net 30
ORD-5408,CUST-1040,2026-09-03 08:00:00,Delivered,8411.36,Expedited Air,Net 30
ORD-5409,CUST-1007,2026-08-26 15:00:00,Delivered,4255.02,Ground Freight,Net 30
ORD-5410,CUST-1019,2026-08-09 13:00:00,Delivered,6756.0,Expedited Air,Net 30
ORD-5411,CUST-1011,2026-08-26 16:00:00,Delivered,9418.91,Expedited Air,Net 30
ORD-5412,CUST-1072,2026-09-09 16:00:00,Shipped,6243.86,Expedited Air,Net 30
ORD-5413,CUST-1086,2026-08-27 14:00:00,Delivered,6478.12,Expedited Air,Net 30
ORD-5414,CUST-1022,2026-08-23 17:00:00,Delivered,3649.76,Ground Freight,Net 30
ORD-5415,CUST-1095,2026-08-04 11:00:00,Delivered,2715.87,Ground Freight,Net 30
ORD-5416,CUST-1003,2026-08-22 11:00:00,Delivered,6653.29,Expedited Air,Net 30
ORD-5417,CUST-1080,2026-08-10 18:00:00,Delivered,3179.9,Ground Freight,Net 30
ORD-5418,CUST-1008,2026-08-19 11:00:00,Delivered,10553.35,Expedited Air,Net 30
ORD-5419,CUST-1110,2026-09-12 13:00:00,Shipped,1472.95,Ground Freight,Net 30
ORD-5420,CUST-1091,2026-08-07 13:00:00,Delivered,11209.44,Expedited Air,Net 30
ORD-5421,CUST-1032,2026-09-03 12:00:00,Delivered,6812.17,Expedited Air,Net 30
ORD-5422,CUST-1081,2026-08-20 11:00:00,Delivered,8205.22,Expedited Air,Net 30
ORD-5423,CUST-1020,2026-08-22 14:00:00,Delivered,9453.27,Expedited Air,Net 30
ORD-5424,CUST-1088,2026-08-15 14:00:00,Delivered,2341.85,Ground Freight,Net 30
ORD-5425,CUST-1058,2026-09-04 10:00:00,Delayed,4863.54,Ground Freight,Net 30
ORD-5426,CUST-1040,2026-09-03 10:00:00,Delivered,13836.07,Expedited Air,Net 30
ORD-5427,CUST-1041,2026-08-10 08:00:00,Delivered,5031.24,Expedited Air,Net 30
ORD-5428,CUST-1004,2026-09-09 17:00:00,Processing,3652.08,Ground Freight,Net 30
ORD-5429,CUST-1089,2026-08-31 10:00:00,Delivered,8898.2,Expedited Air,Net 30
ORD-5430,CUST-1053,2026-08-01 12:00:00,Delivered,15842.89,Expedited Air,Net 30
ORD-5431,CUST-1055,2026-08-26 08:00:00,Delivered,10620.32,Expedited Air,Net 30
ORD-5432,CUST-1014,2026-08-29 15:00:00,Delivered,4669.56,Ground Freight,Net 30
ORD-5433,CUST-1095,2026-08-03 16:00:00,Delivered,9960.55,Expedited Air,Net 30
ORD-5434,CUST-1038,2026-09-09 08:00:00,Processing,5148.6,Expedited Air,Net 30
ORD-5435,CUST-1053,2026-08-21 15:00:00,Delivered,2893.36,Ground Freight,Net 30
ORD-5436,CUST-1113,2026-08-30 09:00:00,Delivered,8858.62,Expedited Air,Net 30
ORD-5437,CUST-1082,2026-08-24 09:00:00,Delivered,18266.62,Expedited Air,Net 30
ORD-5438,CUST-1112,2026-09-12 10:00:00,Shipped,5803.47,Expedited Air,Net 30
ORD-5439,CUST-1081,2026-08-12 09:00:00,Delivered,2584.81,Ground Freight,Net 30
ORD-5440,CUST-1070,2026-08-01 17:00:00,Delivered,19578.04,Expedited Air,Net 30
ORD-5441,CUST-1113,2026-09-05 12:00:00,Delivered,2381.25,Ground Freight,Net 30
ORD-5442,CUST-1019,2026-08-03 18:00:00,Delivered,4289.16,Ground Freight,Net 30
ORD-5443,CUST-1023,2026-08-30 17:00:00,Delivered,4845.0,Ground Freight,Net 30
ORD-5444,CUST-1108,2026-09-05 09:00:00,Delivered,11608.38,Expedited Air,Net 30
ORD-5445,CUST-1068,2026-08-14 11:00:00,Delivered,2711.8,Ground Freight,Net 30
ORD-5446,CUST-1062,2026-09-08 12:00:00,Shipped,4693.62,Ground Freight,Net 30
ORD-5447,CUST-1104,2026-08-12 17:00:00,Delivered,3215.26,Ground Freight,Net 30
ORD-5448,CUST-1109,2026-08-14 17:00:00,Delivered,12539.6,Expedited Air,Net 30
ORD-5449,CUST-1033,2026-08-05 12:00:00,Delivered,6095.51,Expedited Air,Net 30
ORD-5450,CUST-1073,2026-09-09 08:00:00,Shipped,2793.78,Ground Freight,Net 30
ORD-5451,CUST-1018,2026-08-31 10:00:00,Delivered,7481.29,Expedited Air,Net 30
ORD-5452,CUST-1069,2026-08-02 11:00:00,Delivered,4055.34,Ground Freight,Net 30
ORD-5453,CUST-1074,2026-09-08 14:00:00,Shipped,2518.52,Ground Freight,Net 30
ORD-5454,CUST-1012,2026-09-01 11:00:00,Delivered,7763.47,Expedited Air,Net 30
ORD-5455,CUST-1101,2026-08-03 11:00:00,Delivered,6119.46,Expedited Air,Net 30
ORD-5456,CUST-1025,2026-08-22 15:00:00,Delivered,6246.34,Expedited Air,Net 30
ORD-5457,CUST-1050,2026-09-03 09:00:00,Delivered,143.3,Ground Freight,Net 30
ORD-5458,CUST-1043,2026-08-30 08:00:00,Delivered,1506.67,Ground Freight,Net 30
ORD-5459,CUST-1074,2026-08-20 18:00:00,Delivered,823.62,Ground Freight,Net 30
ORD-5460,CUST-1041,2026-08-29 18:00:00,Delivered,2231.22,Ground Freight,Net 30
ORD-5461,CUST-1015,2026-08-01 17:00:00,Delivered,5968.44,Expedited Air,Net 30
ORD-5462,CUST-1019,2026-08-19 17:00:00,Delivered,3054.24,Ground Freight,Net 30
ORD-5463,CUST-1057,2026-08-04 10:00:00,Delivered,7431.6,Expedited Air,Net 30
ORD-5464,CUST-1012,2026-08-28 14:00:00,Delivered,10611.9,Expedited Air,Net 30
ORD-5465,CUST-1043,2026-08-13 18:00:00,Delivered,3477.4,Ground Freight,Net 30
ORD-5466,CUST-1059,2026-08-20 18:00:00,Delivered,9629.37,Expedited Air,Net 30
ORD-5467,CUST-1043,2026-08-21 15:00:00,Delivered,6488.84,Expedited Air,Net 30
ORD-5468,CUST-1078,2026-09-06 10:00:00,Delivered,2721.12,Ground Freight,Net 30
ORD-5469,CUST-1072,2026-09-11 09:00:00,Processing,3910.44,Ground Freight,Net 30
ORD-5470,CUST-1050,2026-08-05 13:00:00,Delivered,11763.18,Expedited Air,Net 30
ORD-5471,CUST-1085,2026-09-12 09:00:00,Processing,11397.97,Expedited Air,Net 30
ORD-5472,CUST-1077,2026-08-07 18:00:00,Delivered,11444.55,Expedited Air,Net 30
ORD-5473,CUST-1069,2026-08-19 14:00:00,Delivered,12533.12,Expedited Air,Net 30
ORD-5474,CUST-1075,2026-08-01 17:00:00,Delivered,9504.3,Expedited Air,Net 30
ORD-5475,CUST-1111,2026-08-02 11:00:00,Delivered,16797.06,Expedited Air,Net 30
ORD-5476,CUST-1018,2026-08-13 16:00:00,Delivered,5610.78,Expedited Air,Net 30
ORD-5477,CUST-1056,2026-08-09 09:00:00,Delivered,5493.1,Expedited Air,Net 30
ORD-5478,CUST-1055,2026-09-05 15:00:00,Delivered,7887.06,Expedited Air,Net 30
ORD-5479,CUST-1035,2026-08-27 16:00:00,Delivered,5190.2,Expedited Air,Net 30
ORD-5480,CUST-1089,2026-08-06 10:00:00,Delivered,4569.17,Ground Freight,Net 30
ORD-5481,CUST-1081,2026-09-12 18:00:00,Shipped,3157.4,Ground Freight,Net 30
ORD-5482,CUST-1069,2026-08-01 15:00:00,Delivered,13369.72,Expedited Air,Net 30
ORD-5483,CUST-1119,2026-09-08 12:00:00,Processing,15993.11,Expedited Air,Net 30
ORD-5484,CUST-1063,2026-08-06 10:00:00,Delivered,1543.75,Ground Freight,Net 30
ORD-5485,CUST-1110,2026-08-17 08:00:00,Delivered,260.22,Ground Freight,Net 30
ORD-5486,CUST-1085,2026-08-29 13:00:00,Delivered,8865.0,Expedited Air,Net 30
ORD-5487,CUST-1111,2026-08-03 13:00:00,Delivered,3708.3,Ground Freight,Net 30
ORD-5488,CUST-1031,2026-09-12 15:00:00,Shipped,7027.32,Expedited Air,Net 30
ORD-5489,CUST-1060,2026-08-26 15:00:00,Delivered,12044.97,Expedited Air,Net 30
ORD-5490,CUST-1034,2026-08-10 16:00:00,Delivered,10890.54,Expedited Air,Net 30
ORD-5491,CUST-1079,2026-09-11 12:00:00,Shipped,12620.8,Expedited Air,Net 30
ORD-5492,CUST-1044,2026-08-12 13:00:00,Delivered,275.56,Ground Freight,Net 30
ORD-5493,CUST-1014,2026-08-29 13:00:00,Delivered,1642.45,Ground Freight,Net 30
ORD-5494,CUST-1012,2026-08-04 17:00:00,Delivered,12123.14,Expedited Air,Net 30
ORD-5495,CUST-1085,2026-09-11 17:00:00,Shipped,7421.72,Expedited Air,Net 30
ORD-5496,CUST-1059,2026-08-18 14:00:00,Delivered,2836.68,Ground Freight,Net 30
ORD-5497,CUST-1008,2026-08-17 12:00:00,Delivered,2452.4,Ground Freight,Net 30
ORD-5498,CUST-1023,2026-09-11 15:00:00,Shipped,3337.47,Ground Freight,Net 30
ORD-5499,CUST-1092,2026-08-17 09:00:00,Delivered,350.46,Ground Freight,Net 30
ORD-5500,CUST-1100,2026-08-29 08:00:00,Delivered,8044.6,Expedited Air,Net 30
ORD-5501,CUST-1074,2026-08-01 16:00:00,Delivered,5935.38,Expedited Air,Net 30
ORD-5502,CUST-1069,2026-08-23 13:00:00,Delivered,4182.26,Ground Freight,Net 30
ORD-5503,CUST-1098,2026-08-19 18:00:00,Delivered,5895.57,Expedited Air,Net 30
ORD-5504,CUST-1090,2026-08-25 09:00:00,Delivered,8999.24,Expedited Air,Net 30
ORD-5505,CUST-1004,2026-09-07 11:00:00,Delivered,6393.24,Expedited Air,Net 30
ORD-5506,CUST-1044,2026-08-04 13:00:00,Delivered,453.52,Ground Freight,Net 30
ORD-5507,CUST-1087,2026-09-04 10:00:00,Delivered,3141.87,Ground Freight,Net 30
ORD-5508,CUST-1117,2026-09-09 08:00:00,Processing,4172.33,Ground Freight,Net 30
ORD-5509,CUST-1079,2026-08-11 17:00:00,Delivered,542.36,Ground Freight,Net 30
ORD-5510,CUST-1103,2026-08-13 14:00:00,Delayed,10538.05,Expedited Air,Net 30
ORD-5511,CUST-1076,2026-08-12 13:00:00,Delivered,3220.45,Ground Freight,Net 30
ORD-5512,CUST-1048,2026-09-05 10:00:00,Delayed,14776.92,Expedited Air,Net 30
ORD-5513,CUST-1113,2026-09-01 09:00:00,Delivered,1786.95,Ground Freight,Net 30
ORD-5514,CUST-1076,2026-08-19 14:00:00,Delivered,16180.74,Expedited Air,Net 30
ORD-5515,CUST-1079,2026-08-03 17:00:00,Delivered,9535.88,Expedited Air,Net 30
ORD-5516,CUST-1072,2026-08-16 11:00:00,Delivered,1100.7,Ground Freight,Net 30
ORD-5517,CUST-1111,2026-09-04 16:00:00,Delivered,7140.94,Expedited Air,Net 30
ORD-5518,CUST-1015,2026-08-10 18:00:00,Delivered,10031.7,Expedited Air,Net 30
ORD-5519,CUST-1079,2026-08-30 08:00:00,Delivered,6031.26,Expedited Air,Net 30
ORD-5520,CUST-1101,2026-08-02 15:00:00,Delivered,700.92,Ground Freight,Net 30
ORD-5521,CUST-1054,2026-08-13 18:00:00,Delivered,2918.44,Ground Freight,Net 30
ORD-5522,CUST-1010,2026-08-31 17:00:00,Delivered,11079.67,Expedited Air,Net 30
ORD-5523,CUST-1059,2026-08-13 18:00:00,Delivered,5768.83,Expedited Air,Net 30
ORD-5524,CUST-1015,2026-08-30 15:00:00,Delivered,9053.37,Expedited Air,Net 30
ORD-5525,CUST-1110,2026-08-15 09:00:00,Delivered,10605.11,Expedited Air,Net 30
ORD-5526,CUST-1032,2026-08-21 14:00:00,Delivered,2771.82,Ground Freight,Net 30
ORD-5527,CUST-1006,2026-08-31 16:00:00,Delivered,2959.83,Ground Freight,Net 30
ORD-5528,CUST-1104,2026-08-07 15:00:00,Delivered,4378.53,Ground Freight,Net 30
ORD-5529,CUST-1062,2026-09-12 12:00:00,Shipped,3885.75,Ground Freight,Net 30
ORD-5530,CUST-1024,2026-08-24 18:00:00,Delivered,13269.93,Expedited Air,Net 30
ORD-5531,CUST-1090,2026-09-09 16:00:00,Processing,7640.06,Expedited Air,Net 30
ORD-5532,CUST-1015,2026-08-25 13:00:00,Delivered,16928.87,Expedited Air,Net 30
ORD-5533,CUST-1091,2026-08-14 10:00:00,Delivered,13478.56,Expedited Air,Net 30
ORD-5534,CUST-1097,2026-08-15 13:00:00,Delivered,9678.29,Expedited Air,Net 30
ORD-5535,CUST-1058,2026-09-01 16:00:00,Delivered,8107.2,Expedited Air,Net 30
ORD-5536,CUST-1116,2026-08-19 15:00:00,Delivered,1675.37,Ground Freight,Net 30
ORD-5537,CUST-1010,2026-08-07 10:00:00,Delivered,7246.16,Expedited Air,Net 30
ORD-5538,CUST-1054,2026-09-04 10:00:00,Delivered,12598.07,Expedited Air,Net 30
ORD-5539,CUST-1107,2026-09-03 18:00:00,Delivered,4782.32,Ground Freight,Net 30
ORD-5540,CUST-1090,2026-09-03 16:00:00,Delivered,4309.68,Ground Freight,Net 30
ORD-5541,CUST-1037,2026-08-04 10:00:00,Delivered,17145.56,Expedited Air,Net 30
ORD-5542,CUST-1108,2026-09-12 10:00:00,Processing,3931.44,Ground Freight,Net 30
ORD-5543,CUST-1024,2026-08-14 16:00:00,Delivered,3210.06,Ground Freight,Net 30
ORD-5544,CUST-1058,2026-09-04 10:00:00,Delivered,5424.81,Expedited Air,Net 30
ORD-5545,CUST-1001,2026-09-04 16:00:00,Delivered,12816.12,Expedited Air,Net 30
ORD-5546,CUST-1089,2026-08-08 15:00:00,Delivered,1529.44,Ground Freight,Net 30
ORD-5547,CUST-1052,2026-09-09 11:00:00,Processing,2152.53,Ground Freight,Net 30
ORD-5548,CUST-1011,2026-09-04 15:00:00,Delivered,5540.29,Expedited Air,Net 30
ORD-5549,CUST-1041,2026-09-08 17:00:00,Processing,3619.84,Ground Freight,Net 30
ORD-5550,CUST-1048,2026-08-01 12:00:00,Delivered,10131.29,Expedited Air,Net 30
ORD-5551,CUST-1021,2026-08-28 14:00:00,Delivered,10112.24,Expedited Air,Net 30
ORD-5552,CUST-1061,2026-09-03 13:00:00,Delivered,5925.08,Expedited Air,Net 30
ORD-5553,CUST-1053,2026-09-10 12:00:00,Shipped,10143.03,Expedited Air,Net 30
ORD-5554,CUST-1106,2026-08-20 17:00:00,Delivered,4999.71,Ground Freight,Net 30
ORD-5555,CUST-1039,2026-09-10 18:00:00,Processing,12659.56,Expedited Air,Net 30
ORD-5556,CUST-1077,2026-08-24 17:00:00,Delivered,17796.06,Expedited Air,Net 30
ORD-5557,CUST-1003,2026-08-17 10:00:00,Delivered,2224.98,Ground Freight,Net 30
ORD-5558,CUST-1046,2026-08-11 08:00:00,Delivered,6217.72,Expedited Air,Net 30
ORD-5559,CUST-1025,2026-09-10 10:00:00,Shipped,1198.38,Ground Freight,Net 30
ORD-5560,CUST-1088,2026-08-24 09:00:00,Delivered,3475.65,Ground Freight,Net 30
ORD-5561,CUST-1044,2026-08-11 09:00:00,Delivered,4471.74,Ground Freight,Net 30
ORD-5562,CUST-1092,2026-09-05 09:00:00,Delivered,5784.16,Expedited Air,Net 30
ORD-5563,CUST-1105,2026-08-29 17:00:00,Delivered,7262.6,Expedited Air,Net 30
ORD-5564,CUST-1089,2026-08-15 12:00:00,Delivered,2647.55,Ground Freight,Net 30
ORD-5565,CUST-1003,2026-08-31 14:00:00,Delivered,720.22,Ground Freight,Net 30
ORD-5566,CUST-1066,2026-09-07 08:00:00,Delivered,8058.65,Expedited Air,Net 30
ORD-5567,CUST-1027,2026-09-07 11:00:00,Delivered,2043.56,Ground Freight,Net 30
ORD-5568,CUST-1045,2026-08-23 10:00:00,Delivered,3450.62,Ground Freight,Net 30
ORD-5569,CUST-1068,2026-08-14 11:00:00,Delivered,16763.34,Expedited Air,Net 30
ORD-5570,CUST-1047,2026-09-07 10:00:00,Delivered,5770.41,Expedited Air,Net 30
